name,serving_size,serving_unit,protein_g,fat_g,carbs_g,calories,category
Cake Pudding-Type Chocolate Dry Mix,100.0,g,4.6,8.1,80.2,391.0,Baked Foods
Cake Pudding-Type White Enriched Dry Mix,100.0,g,3.9,9.5,80.9,423.0,Baked Foods
Cake Pudding-Type White Unenriched Dry Mix,100.0,g,3.9,9.5,81.0,423.0,Baked Foods
Cake Pudding-Type Yellow Dry Mix,100.0,g,4.0,9.8,80.0,423.0,Baked Foods
Cake Ravani,100.0,g,3.8,7.5,49.0,274.0,Baked Foods
Cake Rice Flour Without Icing Or Filling,100.0,g,4.5,8.0,44.1,262.0,Baked Foods
Cake Shortcake Biscuit Type With Fruit,100.0,g,4.2,8.7,30.9,217.0,Baked Foods
Cake Shortcake Biscuit Type With Whipped Cream And Fruit,100.0,g,4.0,10.4,27.8,219.0,Baked Foods
Cake Shortcake Biscuit-Type Prepared From Recipe,100.0,g,6.1,14.2,48.5,346.0,Baked Foods
Cake Shortcake Sponge Type With Fruit,100.0,g,4.4,2.2,52.6,247.0,Baked Foods
Cake Shortcake Sponge Type With Whipped Cream And Fruit,100.0,g,4.2,4.2,47.3,242.0,Baked Foods
Cake Shortcake With Whipped Topping And Fruit Diet,100.0,g,3.6,4.7,40.5,217.0,Baked Foods
Cake Snack Cakes Creme-Filled Chocolate With Frosting,100.0,g,3.6,15.9,60.3,399.0,Baked Foods
Cake Snack Cakes Creme-Filled Chocolate With Frosting Low-Fat With Added Fiber,100.0,g,3.7,13.0,69.4,409.0,Baked Foods
Cake Snack Cakes Creme-Filled Sponge,100.0,g,3.5,11.5,64.0,374.0,Baked Foods
Cake Snack Cakes Not Chocolate With Icing Or Filling Low-Fat With Added Fiber,100.0,g,3.7,11.1,74.3,412.0,Baked Foods
Cake Sponge Chocolate,100.0,g,4.1,8.8,66.5,354.0,Baked Foods
Cake Sponge Commercially Prepared,100.0,g,5.4,2.7,61.0,290.0,Baked Foods
Cake Sponge Prepared From Recipe,100.0,g,7.3,4.3,57.7,297.0,Baked Foods
Cake Sponge With Icing Or Filling,100.0,g,3.7,8.2,68.3,362.0,Baked Foods
Cake Torte,100.0,g,3.7,13.6,37.1,283.0,Baked Foods
Cake Tres Leche,100.0,g,6.3,8.7,41.9,267.0,Baked Foods
Cake White Dry Mix Special Dietary (Includes Lemon-Flavored),100.0,g,3.0,8.4,79.6,397.0,Baked Foods
Cake White Prepared From Recipe Without Frosting,100.0,g,5.4,12.4,57.2,357.0,Baked Foods
Cake Yellow Enriched Dry Mix,100.0,g,3.7,3.5,81.9,374.0,Baked Foods
Cake Yellow Light Dry Mix,100.0,g,4.7,5.5,84.1,404.0,Baked Foods
Cake Yellow Prepared From Recipe Without Frosting,100.0,g,5.3,14.6,53.0,361.0,Baked Foods
Cake Yellow Unenriched Dry Mix,100.0,g,4.4,11.6,78.1,432.0,Baked Foods
Calabaza Cooked,100.0,g,1.1,1.6,7.9,45.0,Vegetables
California Avocados,100.0,g,2.0,15.4,8.6,167.0,Fruits
California Grapefruit,100.0,g,0.5,0.1,9.7,37.0,Fruits
California Red Kidney Beans,100.0,g,9.1,0.1,22.4,124.0,Beans and Lentils
California Valencia Oranges,100.0,g,1.0,0.3,11.9,49.0,Fruits
Calzone With Cheese Meatless,100.0,g,17.4,22.1,28.8,385.0,Baked Foods
Calzone With Meat And Cheese,100.0,g,14.3,18.2,31.2,348.0,Baked Foods
Camambert,100.0,g,19.8,24.3,0.5,300.0,Dairy and Egg Products
Campbells Beef Barley Soup,100.0,g,2.9,0.9,9.0,56.0,Soups and Sauces
Campbells Chunky Classic Chicken Noodle Soup,100.0,g,3.4,1.3,5.4,47.0,Soups and Sauces
Campbells Chunky New England Clam Chowder,100.0,g,2.5,3.9,9.0,81.0,Soups and Sauces
Campbells Chunky Soups Old Fashioned Vegetable Beef Soup,100.0,g,3.2,1.2,6.2,49.0,Soups and Sauces
Campbells Cream Of Mushroom Soup Condensed,100.0,g,1.3,5.5,6.6,81.0,Soups and Sauces
Campbells Red And White Chicken Noodle Soup Condensed,100.0,g,2.4,1.5,6.0,47.0,Soups and Sauces
Campbells Tomato Soup Condensed,100.0,g,1.5,0.4,15.2,71.0,Soups and Sauces
Canada Goose Breast Meat Skinless Raw,100.0,g,24.3,4.0,0.0,133.0,Meats
Canadian Bacon (Pan-Fried),100.0,g,28.3,2.8,1.8,146.0,Meats
Canadian Bacon (Raw),100.0,g,20.3,2.6,1.3,110.0,Meats
Canadian Club And Soda,100.0,g,0.0,0.0,0.0,59.0,Beverages
Candied Fruit,100.0,g,0.3,0.1,82.7,322.0,Fruits
Candied Ripe Plantain Puerto Rican Style,100.0,g,0.8,7.5,50.2,258.0,Vegetables
Candied Tamarind,100.0,g,0.0,0.0,92.0,331.0,Sweets
Canned Anchovies,100.0,g,28.9,9.7,0.0,210.0,Fish
Canned Asparagus,100.0,g,2.1,0.7,2.5,19.0,Vegetables
Canned Atlantic Cod,100.0,g,22.8,0.9,0.0,105.0,Fish
Canned Baked Beans,100.0,g,4.8,0.4,21.1,94.0,Beans and Lentils
Canned Baked Beans With Beef,100.0,g,6.4,3.5,16.9,121.0,Beans and Lentils
Canned Blue Crab,100.0,g,17.9,0.7,0.0,83.0,Fish
Canned Chili With Beans,100.0,g,6.1,3.8,13.2,103.0,Beans and Lentils
Canned Clams,100.0,g,24.2,1.6,5.9,142.0,Fish
Canned Cranberry Beans,100.0,g,5.5,0.3,15.1,83.0,Beans and Lentils
Canned Eastern Oysters,100.0,g,7.1,2.5,3.9,68.0,Fish
Canned Green Beans,100.0,g,0.7,0.2,3.3,15.0,Vegetables
Canned Ham,100.0,g,16.1,18.8,0.3,239.0,Meats
Canned Hominy,100.0,g,1.5,0.9,14.3,72.0,Grains and Pasta
Canned Kidney Beans,100.0,g,5.2,0.6,14.5,84.0,Beans and Lentils
Canned Lima Beans,100.0,g,4.1,0.3,13.3,71.0,Vegetables
Canned Mature (White) Lima Beans,100.0,g,4.9,0.2,14.9,79.0,Beans and Lentils
Canned Minestrone,100.0,g,2.1,1.2,8.6,53.0,Soups and Sauces
Canned Mung Bean Sprouts,100.0,g,1.4,0.1,2.1,12.0,Vegetables
Canned Mushrooms,100.0,g,1.9,0.3,5.1,25.0,Vegetables
Canned Navy Beans,100.0,g,7.5,0.4,20.4,113.0,Beans and Lentils
Canned Orange Juice,100.0,g,0.7,0.1,11.0,47.0,Fruits
Canned Pimentos,100.0,g,1.1,0.3,5.1,23.0,Vegetables
Canned Pink Salmon,100.0,g,24.6,4.2,0.0,136.0,Fish
Canned Pink Salmon (With Skin And Bones),100.0,g,23.1,5.0,0.0,138.0,Fish
Canned Pizza Sauce,100.0,g,2.2,1.1,8.7,54.0,Soups and Sauces
Canned Pumpkin,100.0,g,1.1,0.3,8.1,34.0,Vegetables
Canned Red Kidney Beans,100.0,g,5.2,0.4,14.8,81.0,Beans and Lentils
Canned Refried Beans,100.0,g,5.3,0.9,13.5,83.0,Beans and Lentils
Canned Salmon,100.0,g,23.6,7.4,0.0,167.0,Fish
Canned Sardines,100.0,g,24.6,11.4,0.0,208.0,Fish
Canned Shrimp,100.0,g,20.4,1.4,0.0,100.0,Fish
Canned Sockeye Salmon,100.0,g,26.3,5.9,0.0,158.0,Fish
Canned Sockeye Salmon (With Bones),100.0,g,20.5,7.3,0.0,153.0,Fish
Canned Sockeye Salmon (With Skin And Bones),100.0,g,20.6,7.2,0.0,153.0,Fish
Canned Straw Mushrooms,100.0,g,3.8,0.7,4.6,32.0,Vegetables
Canned Tomato Paste,100.0,g,4.3,0.5,18.9,82.0,Vegetables
Canned Tomato Puree,100.0,g,1.6,0.2,9.0,38.0,Vegetables
Canned White Tuna (Oil Packed),100.0,g,26.5,8.1,0.0,186.0,Fish
Canned White Tuna (Water Packed),100.0,g,23.6,3.0,0.0,128.0,Fish
Cannelloni Cheese- And Spinach-Filled No Sauce,100.0,g,7.0,6.7,17.4,158.0,Prepared Meals
Cannelloni Cheese-Filled With Tomato Sauce Diet Frozen Meal,100.0,g,7.0,4.8,10.8,115.0,Prepared Meals
Canola Oil,100.0,g,0.0,100.0,0.0,884.0,Fats and Oils
Cantaloupe Melons,100.0,g,0.8,0.2,8.2,34.0,Fruits
Cantaloupe Nectar,100.0,g,0.3,0.1,15.7,62.0,Beverages
Cape Cod,100.0,g,0.0,0.1,10.2,98.0,Beverages
Capers,100.0,g,2.4,0.9,4.9,23.0,Spices and Herbs
Caramel All Flavors Sugar Free,100.0,g,1.9,14.1,72.9,432.0,Sweets
Caramel Candy,100.0,g,4.6,8.1,77.0,382.0,Sweets
Caramel Candy Chocolate Covered,100.0,g,5.3,13.1,73.0,417.0,Sweets
Caramel Dip Regular,100.0,g,1.2,12.2,48.5,291.0,Sweets
Caramel With Nuts,100.0,g,5.8,14.4,70.0,412.0,Sweets
Caramel With Nuts And Cereal Chocolate Covered,100.0,g,6.7,25.1,61.5,491.0,Sweets
Caramello Candy Bar,100.0,g,6.2,21.2,63.8,462.0,Sweets
Caramels Chocolate-Flavor Roll,100.0,g,1.6,3.3,87.7,387.0,Sweets
Caraway Cheese,100.0,g,25.2,29.2,3.1,376.0,Dairy and Egg Products
Caraway Seed,100.0,g,19.8,14.6,49.9,333.0,Spices and Herbs
Carbonated Beverage Chocolate-Flavored Soda,100.0,g,0.0,0.0,10.7,42.0,Beverages
Carbonated Beverage Low Calorie Other Than Cola Or Pepper With Sodium Saccharin Without Caffeine,100.0,g,0.0,0.0,0.1,0.0,Beverages
Carbonated Cola Fast-Food Cola,100.0,g,0.1,0.0,9.6,37.0,Beverages
Carbonated Lemon-Lime Soda No Caffeine,100.0,g,0.1,0.0,10.4,41.0,Beverages
Carbonated Limeade High Caffeine,100.0,g,0.0,0.1,4.1,17.0,Beverages
Carbonated Low Calorie Cola Or Pepper-Type With Aspartame Contains Caffeine,100.0,g,0.1,0.0,0.3,2.0,Beverages
Carbonated Low Calorie Other Than Cola Or Pepper  Without Caffeine,100.0,g,0.1,0.0,0.0,0.0,Beverages
Carbonated Low Calorie Other Than Cola Or Pepper With Aspartame Contains Caffeine,100.0,g,0.1,0.0,0.0,0.0,Beverages
Cardamom,100.0,g,10.8,6.7,68.5,311.0,Spices and Herbs
Cardoon Cooked Boiled Drained With Salt,100.0,g,0.8,0.1,4.7,20.0,Vegetables
Cardoon Cooked Boiled Drained Without Salt,100.0,g,0.8,0.1,5.3,22.0,Vegetables
Cardoon Raw,100.0,g,0.7,0.1,4.1,17.0,Vegetables
Caribou Bone Marrow Raw (Alaska Native),100.0,g,6.7,84.4,0.0,786.0,American Indian
Caribou Cooked,100.0,g,29.6,4.4,0.0,166.0,Meats
Caribou Eye Raw (Alaska Native),100.0,g,10.8,31.4,0.0,326.0,American Indian
Caribou Hind Quarter Meat Cooked (Alaska Native),100.0,g,28.8,4.8,0.0,159.0,American Indian
Caribou Hind Quarter Meat Raw (Alaska Native),100.0,g,22.6,3.4,0.0,122.0,American Indian
Caribou Liver Raw (Alaska Native),100.0,g,15.0,3.9,6.8,122.0,American Indian
Caribou Rump Meat Half Dried (Alaska Native),100.0,g,52.1,5.2,0.0,255.0,American Indian
Caribou Shoulder Meat Dried (Alaska Native),100.0,g,59.4,3.7,0.0,271.0,American Indian
Caribou Tongue Raw (Alaska Native),100.0,g,13.7,22.8,0.0,260.0,American Indian
Carignane,100.0,g,0.1,0.0,2.4,74.0,Beverages
Carissa,100.0,g,0.5,1.3,13.6,62.0,Fruits
Carob Flour,100.0,g,4.6,0.7,88.9,222.0,Beans and Lentils
Carob Unsweetened,100.0,g,8.2,31.4,56.3,540.0,Sweets
Carob-Flavor Beverage Mix Powder,100.0,g,1.8,0.2,93.3,372.0,Beverages
Carob-Flavor Beverage Mix Powder Prepared With Whole Milk,100.0,g,3.2,3.1,8.7,75.0,Beverages
Carp Baked Or Broiled Fat Added In Cooking,100.0,g,21.8,10.5,0.1,188.0,Fish
Carp Baked Or Broiled Fat Not Added In Cooking,100.0,g,22.5,7.1,0.1,160.0,Fish
Carp Coated Baked Or Broiled Fat Added In Cooking,100.0,g,18.9,11.6,12.5,235.0,Fish
Carp Coated Baked Or Broiled Fat Not Added In Cooking,100.0,g,19.8,6.2,13.1,194.0,Fish
Carp Coated Fried,100.0,g,18.2,15.1,9.8,253.0,Fish
Carp Cooked Ns As To Cooking Method,100.0,g,18.2,15.1,9.8,253.0,Fish
Carp Smoked,100.0,g,27.8,8.7,0.0,198.0,Fish
Carp Steamed Or Poached,100.0,g,22.4,7.0,0.0,160.0,Fish
Carrabbas Italian Grill Cheese Ravioli With Marinara Sauce,100.0,g,8.0,6.0,17.6,156.0,Restaurant Foods
Carrabbas Italian Grill Chicken Parmesan Without Cavatappi Pasta,100.0,g,19.0,10.9,7.8,206.0,Restaurant Foods
Carrabbas Italian Grill Lasagne,100.0,g,10.5,11.1,12.4,191.0,Restaurant Foods
Carrabbas Italian Grill Spaghetti With Meat Sauce,100.0,g,5.9,3.9,15.7,122.0,Restaurant Foods
Carrabbas Italian Grill Spaghetti With Pomodoro Sauce,100.0,g,3.4,1.8,18.6,104.0,Restaurant Foods
Carrot Dehydrated,100.0,g,8.1,1.5,79.6,341.0,Vegetables
Carrot Juice Canned,100.0,g,0.9,0.1,9.3,40.0,Vegetables
Carrot Soup Cream Of Prepared With Milk Home Recipe Canned Or Ready-To-Serve,100.0,g,1.6,0.8,5.0,32.0,Soups and Sauces
Carrot With Rice Soup Cream Of Prepared With Milk Home Recipe Canned Or Ready-To-Serve,100.0,g,2.0,0.8,10.1,55.0,Soups and Sauces
Carrots,100.0,g,0.9,0.2,9.6,41.0,Vegetables
Carrots And Peas Baby Food Strained,100.0,g,2.0,0.3,7.2,38.0,Baby Foods
Carrots Baby Food Ns As To Strained Or Junior,100.0,g,0.8,0.1,6.6,29.0,Baby Foods
Carrots Baby Food Toddler,100.0,g,0.6,0.3,5.2,26.0,Baby Foods
Carrots Canned Low Sodium Fat Added In Cooking Ns As To Type Of Fat,100.0,g,0.9,2.3,8.0,53.0,Vegetables
Carrots Canned Low Sodium Made With Butter,100.0,g,0.9,2.5,8.0,55.0,Vegetables
Carrots Canned Low Sodium Made With Margarine,100.0,g,0.9,1.9,8.0,50.0,Vegetables
Carrots Canned Low Sodium Made With Oil,100.0,g,0.9,3.0,8.0,59.0,Vegetables
Carrots Canned Low Sodium Ns As To Fat Added In Cooking,100.0,g,0.9,2.3,8.0,53.0,Vegetables
Carrots Canned No Salt Added Drained Solids,100.0,g,0.6,0.2,5.5,25.0,Vegetables
Carrots Canned No Salt Added Solids And Liquids,100.0,g,0.6,0.1,5.4,23.0,Vegetables
Carrots Canned Regular Pack Drained Solids,100.0,g,0.6,0.2,5.5,25.0,Vegetables
Carrots Canned Regular Pack Solids And Liquids,100.0,g,0.6,0.1,5.4,23.0,Vegetables
Carrots Cooked Boiled Drained With Salt,100.0,g,0.8,0.2,8.2,35.0,Vegetables
Carrots Cooked From Canned Creamed,100.0,g,2.1,5.0,7.2,81.0,Vegetables
Carrots Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,100.0,g,0.6,2.5,5.4,44.0,Vegetables
Carrots Cooked From Canned Fat Not Added In Cooking,100.0,g,0.6,0.2,5.5,25.0,Vegetables
Carrots Cooked From Canned Glazed,100.0,g,0.6,2.5,13.0,74.0,Vegetables
Carrots Cooked From Canned Made With Butter,100.0,g,0.6,2.7,5.3,47.0,Vegetables
Carrots Cooked From Canned Made With Margarine,100.0,g,0.6,2.1,5.4,41.0,Vegetables
Carrots Cooked From Canned Made With Oil,100.0,g,0.6,3.2,5.4,51.0,Vegetables
Carrots Cooked From Canned Ns As To Fat Added In Cooking,100.0,g,0.6,2.5,5.4,44.0,Vegetables
Carrots Cooked From Canned With Cheese Sauce,100.0,g,4.1,5.4,5.5,86.0,Vegetables
Carrots Cooked From Fresh Creamed,100.0,g,2.1,4.8,8.6,85.0,Vegetables
Carrots Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,100.0,g,0.8,2.3,7.9,53.0,Vegetables
Carrots Cooked From Fresh Fat Not Added In Cooking,100.0,g,0.8,0.2,8.2,35.0,Vegetables
Carrots Cooked From Fresh Glazed,100.0,g,0.7,2.4,15.0,80.0,Vegetables
Carrots Cooked From Fresh Made With Butter,100.0,g,0.8,2.6,7.9,55.0,Vegetables
Carrots Cooked From Fresh Made With Margarine,100.0,g,0.7,1.9,8.0,50.0,Vegetables
Carrots Cooked From Fresh Made With Oil,100.0,g,0.7,3.0,7.9,59.0,Vegetables
Carrots Cooked From Fresh Ns As To Fat Added In Cooking,100.0,g,0.8,2.3,7.9,53.0,Vegetables
Carrots Cooked From Fresh With Cheese Sauce,100.0,g,4.0,5.2,7.3,90.0,Vegetables
Carrots Cooked From Frozen Creamed,100.0,g,2.1,5.3,8.4,88.0,Vegetables
Carrots Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,100.0,g,0.6,2.9,7.5,56.0,Vegetables
Carrots Cooked From Frozen Fat Not Added In Cooking,100.0,g,0.6,0.7,7.7,37.0,Vegetables
Carrots Cooked From Frozen Glazed,100.0,g,0.6,2.9,15.0,85.0,Vegetables
Carrots Cooked From Frozen Made With Butter,100.0,g,0.6,3.2,7.4,58.0,Vegetables
Carrots Cooked From Frozen Made With Margarine,100.0,g,0.6,2.5,7.5,52.0,Vegetables
Carrots Cooked From Frozen Made With Oil,100.0,g,0.6,3.6,7.5,62.0,Vegetables
Carrots Cooked From Frozen Ns As To Fat Added In Cooking,100.0,g,0.6,2.9,7.5,56.0,Vegetables
Carrots Cooked From Frozen With Cheese Sauce,100.0,g,4.0,5.8,6.9,94.0,Vegetables
Carrots Cooked Ns As To Form Creamed,100.0,g,2.1,5.3,8.4,88.0,Vegetables
Carrots Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,100.0,g,0.6,2.9,7.5,56.0,Vegetables
Carrots Cooked Ns As To Form Fat Not Added In Cooking,100.0,g,0.6,0.7,7.7,37.0,Vegetables
Carrots Cooked Ns As To Form Glazed,100.0,g,0.6,5.1,12.2,93.0,Vegetables
Carrots Cooked Ns As To Form Made With Butter,100.0,g,0.6,3.2,7.4,58.0,Vegetables
Carrots Cooked Ns As To Form Made With Margarine,100.0,g,0.6,2.5,7.5,52.0,Vegetables
Carrots Cooked Ns As To Form Made With Oil,100.0,g,0.6,3.6,7.5,62.0,Vegetables
Carrots Cooked Ns As To Form Ns As To Fat Added In Cooking,100.0,g,0.6,2.9,7.5,56.0,Vegetables
Carrots Cooked Ns As To Form With Cheese Sauce,100.0,g,4.0,5.8,6.9,94.0,Vegetables
Carrots Frozen Cooked Boiled Drained With Salt,100.0,g,0.6,0.7,7.7,37.0,Vegetables
Carrots Frozen Cooked Boiled Drained Without Salt,100.0,g,0.6,0.7,7.7,37.0,Vegetables
Carrots Frozen Unprepared,100.0,g,0.8,0.5,7.9,36.0,Vegetables
Carrots In Tomato Sauce,100.0,g,0.9,0.2,7.2,31.0,Vegetables
Carrots Raw Salad,100.0,g,1.2,15.7,17.2,208.0,Vegetables
Carrots Raw Salad With Apples,100.0,g,0.8,15.9,8.2,176.0,Vegetables
"Carrots, baby, raw",100.0,g,0.8,0.1,9.1,,Vegetables and Vegetable Products
"Carrots, frozen, unprepared",100.0,g,0.8,0.5,7.9,37.0,Vegetables and Vegetable Products
"Carrots, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",100.0,g,0.8,0.5,7.9,37.0,Vegetables and Vegetable Products
"Carrots, mature, raw",100.0,g,0.9,0.4,10.3,,Vegetables and Vegetable Products
Casaba Melon,100.0,g,1.1,0.1,6.6,28.0,Fruits
Casabe Cassava Bread,100.0,g,2.5,0.5,71.2,299.0,Baked Foods
Cashew Butter,100.0,g,17.6,49.4,27.6,587.0,Nuts and Seeds
Cashews (Raw),100.0,g,18.2,43.9,30.2,553.0,Nuts and Seeds
Cashews Lightly Salted,100.0,g,14.8,47.7,31.6,580.0,Nuts and Seeds
Cashews Unsalted,100.0,g,14.8,48.0,31.7,583.0,Nuts and Seeds
Cassava,100.0,g,1.4,0.3,38.1,160.0,Vegetables
Cassava Cooked Fat Added In Cooking Ns As To Type Of Fat,100.0,g,1.3,2.5,37.0,176.0,Vegetables
Cassava Cooked Fat Not Added In Cooking,100.0,g,1.4,0.3,38.2,161.0,Vegetables
Cassava Cooked Made With Butter,100.0,g,1.4,2.8,37.0,178.0,Vegetables
Cassava Cooked Made With Margarine,100.0,g,1.3,2.1,37.1,172.0,Vegetables
Cassava Cooked Made With Oil,100.0,g,1.3,3.4,37.0,183.0,Vegetables
Cassava Cooked Ns As To Fat Added In Cooking,100.0,g,1.3,2.5,37.0,176.0,Vegetables
Cassava Fritter Stuffed With Crab Meat Puerto Rican Style,100.0,g,8.9,12.2,30.3,266.0,Fish
Cassava Pasteles Puerto Rican Style,100.0,g,6.7,17.0,19.0,254.0,Meats
Cassava With Creole Sauce Puerto Rican Style,100.0,g,1.3,3.5,24.6,132.0,Vegetables
Catfish Baked Or Broiled Made With Butter,100.0,g,18.6,10.4,0.1,173.0,Fish
Catfish Baked Or Broiled Made With Cooking Spray,100.0,g,19.1,7.8,0.2,154.0,Fish
Catfish Baked Or Broiled Made With Margarine,100.0,g,18.6,9.6,0.1,166.0,Fish
Catfish Baked Or Broiled Made With Oil,100.0,g,18.6,10.9,0.1,178.0,Fish
Catfish Baked Or Broiled Made Without Fat,100.0,g,19.2,7.5,0.1,150.0,Fish
Catfish Coated Baked Or Broiled Made With Butter,100.0,g,16.5,11.0,12.5,220.0,Fish
Catfish Coated Baked Or Broiled Made With Cooking Spray,100.0,g,17.2,6.8,13.1,189.0,Fish
Catfish Coated Baked Or Broiled Made With Margarine,100.0,g,16.5,9.8,12.6,209.0,Fish
Catfish Coated Baked Or Broiled Made With Oil,100.0,g,16.5,11.9,12.5,228.0,Fish
Catfish Coated Baked Or Broiled Made Without Fat,100.0,g,17.3,6.6,13.1,186.0,Fish
Catfish Coated Fried Made With Butter,100.0,g,16.1,13.8,9.9,231.0,Fish
Catfish Coated Fried Made With Cooking Spray,100.0,g,18.8,8.2,11.6,201.0,Fish
Catfish Coated Fried Made With Margarine,100.0,g,16.0,11.9,9.9,215.0,Fish
Catfish Coated Fried Made With Oil,100.0,g,16.0,15.4,9.8,246.0,Fish
Catfish Coated Fried Made Without Fat,100.0,g,18.8,7.9,11.6,199.0,Fish
Catfish Cooked Ns As To Cooking Method,100.0,g,16.0,15.4,9.9,246.0,Fish
Catfish Steamed Or Poached,100.0,g,19.1,7.5,0.0,150.0,Fish
Cattail Narrow Leaf Shoots (Northern Plains Indians),100.0,g,1.2,0.0,5.1,25.0,American Indian
Cauliflower,100.0,g,1.9,0.3,5.0,25.0,Vegetables
Cauliflower Batter-Dipped Fried,100.0,g,3.9,16.3,14.5,216.0,Vegetables
Cauliflower Cooked Boiled Drained With Salt,100.0,g,1.8,0.5,4.1,23.0,Vegetables
Cauliflower Cooked From Canned Fat Added In Cooking Ns As To Type Of Fat,100.0,g,1.8,3.1,3.9,45.0,Vegetables
Cauliflower Cooked From Canned Fat Not Added In Cooking,100.0,g,1.6,0.2,3.7,19.0,Vegetables
Cauliflower Cooked From Canned Made With Butter,100.0,g,1.6,2.3,3.6,37.0,Vegetables
Cauliflower Cooked From Canned Made With Margarine,100.0,g,1.6,1.8,3.7,32.0,Vegetables
Cauliflower Cooked From Canned Made With Oil,100.0,g,1.6,2.7,3.6,40.0,Vegetables
Cauliflower Cooked From Canned Ns As To Fat Added In Cooking,100.0,g,1.6,2.1,3.6,35.0,Vegetables
Cauliflower Cooked From Fresh Fat Added In Cooking Ns As To Type Of Fat,100.0,g,1.8,3.1,3.9,45.0,Vegetables
Cauliflower Cooked From Fresh Fat Not Added In Cooking,100.0,g,1.8,0.5,4.1,23.0,Vegetables
Cauliflower Cooked From Fresh Made With Butter,100.0,g,1.8,3.4,3.9,48.0,Vegetables
Cauliflower Cooked From Fresh Made With Margarine,100.0,g,1.8,2.6,4.0,42.0,Vegetables
Cauliflower Cooked From Fresh Made With Oil,100.0,g,1.8,3.9,3.9,53.0,Vegetables
Cauliflower Cooked From Fresh Ns As To Fat Added In Cooking,100.0,g,1.8,3.1,3.9,45.0,Vegetables
Cauliflower Cooked From Frozen Fat Added In Cooking Ns As To Type Of Fat,100.0,g,1.6,2.1,3.6,35.0,Vegetables
Cauliflower Cooked From Frozen Fat Not Added In Cooking,100.0,g,1.6,0.2,3.7,19.0,Vegetables
Cauliflower Cooked From Frozen Made With Butter,100.0,g,1.6,2.3,3.6,37.0,Vegetables
Cauliflower Cooked From Frozen Made With Margarine,100.0,g,1.6,1.8,3.7,32.0,Vegetables
Cauliflower Cooked From Frozen Made With Oil,100.0,g,1.6,2.7,3.6,40.0,Vegetables
Cauliflower Cooked From Frozen Ns As To Fat Added In Cooking,100.0,g,1.6,2.1,3.6,35.0,Vegetables
Cauliflower Cooked Ns As To Form Fat Added In Cooking Ns As To Type Of Fat,100.0,g,1.6,2.1,3.6,35.0,Vegetables
Cauliflower Cooked Ns As To Form Fat Not Added In Cooking,100.0,g,1.6,0.2,3.7,19.0,Vegetables
Cauliflower Cooked Ns As To Form Made With Butter,100.0,g,1.6,2.3,3.6,37.0,Vegetables
Cauliflower Cooked Ns As To Form Made With Margarine,100.0,g,1.6,1.8,3.7,32.0,Vegetables
Cauliflower Cooked Ns As To Form Made With Oil,100.0,g,1.6,2.7,3.6,40.0,Vegetables
Cauliflower Cooked Ns As To Form Ns As To Fat Added In Cooking,100.0,g,1.6,2.1,3.6,35.0,Vegetables
Cauliflower From Canned Creamed,100.0,g,2.5,4.5,6.0,71.0,Vegetables
Cauliflower From Fresh Creamed,100.0,g,2.8,5.5,6.6,85.0,Vegetables
Cauliflower From Frozen Creamed,100.0,g,2.5,4.5,6.0,71.0,Vegetables
Cauliflower Frozen Cooked Boiled Drained With Salt,100.0,g,1.6,0.2,3.2,17.0,Vegetables
Cauliflower Frozen Cooked Boiled Drained Without Salt,100.0,g,1.6,0.2,3.8,19.0,Vegetables
Cauliflower Frozen Unprepared,100.0,g,2.0,0.3,4.7,24.0,Vegetables
Cauliflower Green Cooked With Salt,100.0,g,3.0,0.3,6.3,32.0,Vegetables
Cauliflower Ns As To Form Creamed,100.0,g,2.5,4.5,6.0,71.0,Vegetables
Cauliflower Pickled,100.0,g,1.5,0.3,9.6,43.0,Fruits
"Cauliflower, raw",100.0,g,1.6,0.2,4.7,,Vegetables and Vegetable Products
Cayenne Pepper,100.0,g,12.0,17.3,56.6,318.0,Spices and Herbs
Celeriac,100.0,g,1.5,0.3,9.2,42.0,Vegetables
Celeriac Cooked,100.0,g,1.6,0.3,9.6,44.0,Vegetables
Celeriac Cooked Boiled Drained With Salt,100.0,g,1.0,0.2,5.9,27.0,Vegetables
Celery,100.0,g,0.7,0.2,3.0,14.0,Vegetables
Celery Cooked Boiled Drained With Salt,100.0,g,0.8,0.2,4.0,18.0,Vegetables
Celery Cooked Fat Added In Cooking Ns As To Type Of Fat,100.0,g,0.8,2.4,3.9,37.0,Vegetables
Celery Cooked Fat Not Added In Cooking,100.0,g,0.8,0.2,4.0,18.0,Vegetables
Celery Cooked Made With Butter,100.0,g,0.8,2.6,3.9,39.0,Vegetables
Celery Cooked Made With Margarine,100.0,g,0.8,2.0,3.9,34.0,Vegetables
Celery Cooked Made With Oil,100.0,g,0.8,3.1,3.9,43.0,Vegetables
Celery Cooked Ns As To Fat Added In Cooking,100.0,g,0.8,2.4,3.9,37.0,Vegetables
Celery Creamed,100.0,g,2.2,4.9,6.3,77.0,Vegetables
Celery Pickled,100.0,g,0.6,0.1,2.7,16.0,Fruits
Celery Seed,100.0,g,18.1,25.3,41.4,392.0,Spices and Herbs
